pattern,size,support,support_pct,wins,losses,win_confidence,loss_confidence,win_lift,loss_lift,avg_pnl,net_pnl
confidence=95+ + entry_quality=B + local_trend=BEARISH + sl_quality=D,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-276.868,-1384.34
confidence=95+ + entry_quality=B + rr=1.5-2.2 + sl_quality=D,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-276.868,-1384.34
confidence=95+ + entry_quality=B + sl_quality=D + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-276.868,-1384.34
confidence=95+ + local_trend=BEARISH + sl_atr=normal + sl_quality=D,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-352.646,-1763.23
confidence=95+ + rr=1.5-2.2 + sl_atr=normal + sl_quality=D,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-352.646,-1763.23
confidence=95+ + sl_atr=normal + sl_quality=D + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-352.646,-1763.23
Momentum=FAIL + Risk=PASS + confidence=95+,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + confidence=95+ + entry_quality=B,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + local_trend=BEARISH,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + momentum_disagreement,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + confidence=95+ + with_or_neutral_local_trend,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Momentum=FAIL + Risk=PASS + Trend=PASS + confidence=95+,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Momentum=FAIL + Risk=PASS + age=0-5m + confidence=95+,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Momentum=FAIL + Risk=PASS + confidence=95+ + direction=SHORT,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Momentum=FAIL + Risk=PASS + confidence=95+ + momentum_disagreement,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Momentum=FAIL + Risk=PASS + confidence=95+ + rr=1.5-2.2,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + Trend=PASS + confidence=95+ + entry_quality=B,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + Trend=PASS + confidence=95+ + local_trend=BEARISH,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + Trend=PASS + confidence=95+ + momentum_disagreement,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + Trend=PASS + confidence=95+ + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + age=0-5m + confidence=95+ + entry_quality=B,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + age=0-5m + confidence=95+ + local_trend=BEARISH,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + age=0-5m + confidence=95+ + momentum_disagreement,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + age=0-5m + confidence=95+ + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + direction=SHORT + entry_quality=B,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + direction=SHORT + local_trend=BEARISH,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + direction=SHORT + momentum_disagreement,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + confidence=95+ + direction=SHORT + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + entry_quality=B + local_trend=BEARISH,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + entry_quality=B + rr=1.5-2.2,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + entry_quality=B + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + local_trend=BEARISH + rr=1.5-2.2,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + local_trend=BEARISH + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + confidence=95+ + momentum_disagreement + rr=1.5-2.2,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-269.174,-1345.87
Risk=PASS + confidence=95+ + rr=1.5-2.2 + with_or_neutral_local_trend,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-420.394,-2101.97
Risk=PASS + Structure=PASS + confidence=95+,3,5,25.0,0,5,0.0,1.0,0.0,1.1765,-418.352,-2091.76
Risk=PASS + Structure=PASS + Trend=PASS + confidence=95+,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-418.352,-2091.76
Risk=PASS + Structure=PASS + age=0-5m + confidence=95+,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-418.352,-2091.76
Risk=PASS + Structure=PASS + confidence=95+ + direction=SHORT,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-418.352,-2091.76
Risk=PASS + Structure=PASS + confidence=95+ + rr=1.5-2.2,4,5,25.0,0,5,0.0,1.0,0.0,1.1765,-418.352,-2091.76
Risk=PASS + symbol=BTC/USDT,2,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + direction=SHORT + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + entry_quality=B + potential_score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + signal=SETUP,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + entry_quality=B + weighted_score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + local_trend=BEARISH + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + potential_score=25-27 + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + quality=B + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + rr=1.5-2.2 + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + score=25-27 + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + signal=SETUP + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + sl_atr=normal + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.11009119,-1384.44036477
Risk=PASS + sl_quality=D + weighted_score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + symbol=BTC/USDT + with_or_neutral_local_trend,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
entry_quality=B + potential_score=25-27 + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
entry_quality=B + quality=B + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
entry_quality=B + score=25-27 + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
entry_quality=B + signal=SETUP + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
entry_quality=B + sl_atr=normal + sl_quality=D,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.3575,-1385.43
entry_quality=B + sl_quality=D + weighted_score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
potential_score=25-27 + sl_quality=D + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
quality=B + sl_quality=D + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
score=25-27 + sl_quality=D + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
signal=SETUP + sl_quality=D + symbol=BTC/USDT,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
sl_quality=D + symbol=BTC/USDT + weighted_score=25-27,3,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Momentum=FAIL + Risk=PASS + Structure=PASS + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-296.06009119,-1184.24036477
Momentum=FAIL + Risk=PASS + entry_quality=B + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Momentum=FAIL + Risk=PASS + entry_quality=B + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Momentum=FAIL + Risk=PASS + entry_quality=B + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Momentum=FAIL + Risk=PASS + entry_quality=B + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Momentum=FAIL + Risk=PASS + entry_quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-296.9925,-1187.97
Momentum=FAIL + Risk=PASS + entry_quality=B + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Momentum=FAIL + Risk=PASS + potential_score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Momentum=FAIL + Risk=PASS + quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Momentum=FAIL + Risk=PASS + score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Momentum=FAIL + Risk=PASS + signal=SETUP + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Momentum=FAIL + Risk=PASS + sl_quality=D + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Momentum=FAIL + Structure=PASS + entry_quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-296.3075,-1185.23
Momentum=FAIL + entry_quality=B + potential_score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
Momentum=FAIL + entry_quality=B + quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
Momentum=FAIL + entry_quality=B + score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
Momentum=FAIL + entry_quality=B + signal=SETUP + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
Momentum=FAIL + entry_quality=B + sl_quality=D + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.885,-639.54
Momentum=FAIL + potential_score=25-27 + sl_quality=D + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Momentum=FAIL + quality=B + sl_quality=D + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Momentum=FAIL + score=25-27 + sl_quality=D + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Momentum=FAIL + signal=SETUP + sl_quality=D + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Momentum=FAIL + sl_quality=D + symbol=BTC/USDT + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-475.3,-1901.2
Risk=PASS + Structure=PASS + Trend=PASS + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + age=0-5m + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + direction=SHORT + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + entry_quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-483.465,-1933.86
Risk=PASS + Structure=PASS + entry_quality=B + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + local_trend=BEARISH + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + local_trend=BEARISH + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + local_trend=BEARISH + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + local_trend=BEARISH + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + local_trend=BEARISH + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + local_trend=BEARISH + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + momentum_disagreement + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-296.06009119,-1184.24036477
Risk=PASS + Structure=PASS + potential_score=25-27 + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + quality=B + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + rr=1.5-2.2 + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + score=25-27 + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + signal=SETUP + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Structure=PASS + sl_atr=normal + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.11009119,-1384.44036477
Risk=PASS + Structure=PASS + symbol=BTC/USDT + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Structure=PASS + weighted_score=25-27 + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-338.36009119,-1353.44036477
Risk=PASS + Trend=PASS + age=0-5m + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + direction=SHORT + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + entry_quality=B + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + Trend=PASS + entry_quality=B + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + Trend=PASS + entry_quality=B + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + Trend=PASS + entry_quality=B + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + Trend=PASS + entry_quality=B + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + entry_quality=B + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + Trend=PASS + local_trend=BEARISH + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + potential_score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + Trend=PASS + quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + Trend=PASS + rr=1.5-2.2 + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + Trend=PASS + score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + Trend=PASS + signal=SETUP + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + Trend=PASS + sl_atr=normal + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.11009119,-1384.44036477
Risk=PASS + Trend=PASS + sl_quality=D + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + Trend=PASS + symbol=BTC/USDT + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + direction=SHORT + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + entry_quality=B + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + age=0-5m + entry_quality=B + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + age=0-5m + entry_quality=B + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + age=0-5m + entry_quality=B + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + age=0-5m + entry_quality=B + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + entry_quality=B + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + age=0-5m + local_trend=BEARISH + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + potential_score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + age=0-5m + quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + age=0-5m + rr=1.5-2.2 + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + age=0-5m + score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + age=0-5m + signal=SETUP + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + age=0-5m + sl_atr=normal + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.11009119,-1384.44036477
Risk=PASS + age=0-5m + sl_quality=D + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + age=0-5m + symbol=BTC/USDT + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + direction=SHORT + entry_quality=B + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + direction=SHORT + entry_quality=B + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + direction=SHORT + entry_quality=B + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + direction=SHORT + entry_quality=B + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + direction=SHORT + entry_quality=B + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + direction=SHORT + entry_quality=B + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + direction=SHORT + local_trend=BEARISH + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + direction=SHORT + potential_score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + direction=SHORT + quality=B + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + direction=SHORT + rr=1.5-2.2 + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + direction=SHORT + score=25-27 + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + direction=SHORT + signal=SETUP + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + direction=SHORT + sl_atr=normal + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-346.11009119,-1384.44036477
Risk=PASS + direction=SHORT + sl_quality=D + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-159.63759119,-638.55036477
Risk=PASS + direction=SHORT + symbol=BTC/USDT + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + entry_quality=B + local_trend=BEARISH + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + local_trend=BEARISH + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + local_trend=BEARISH + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + local_trend=BEARISH + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + local_trend=BEARISH + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + entry_quality=B + local_trend=BEARISH + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + momentum_disagreement + potential_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + momentum_disagreement + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + momentum_disagreement + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + momentum_disagreement + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + momentum_disagreement + sl_quality=D,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-296.9925,-1187.97
Risk=PASS + entry_quality=B + momentum_disagreement + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + quality=B,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + rr=1.5-2.2,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + potential_score=25-27 + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B + rr=1.5-2.2,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + quality=B + with_or_neutral_local_trend,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + rr=1.5-2.2 + score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + rr=1.5-2.2 + signal=SETUP,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
Risk=PASS + entry_quality=B + rr=1.5-2.2 + symbol=BTC/USDT,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-657.2,-2628.8
Risk=PASS + entry_quality=B + rr=1.5-2.2 + weighted_score=25-27,4,4,20.0,0,4,0.0,1.0,0.0,1.1765,-339.2925,-1357.17
